Week_Ending,Account_ID,Account_Type,Asset_Class,Industry_Sector,Ticker,Holding_Name,Market_Value,Weekly_Return_USD,Weekly_Return_Pct,Actual_Performance,Predicted_Performance,Predicted_Probability
2025-06-03,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,11879.96,477.29,0.0419,1,1,0.8924
2025-06-03,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18298.31,-17.1,-0.0009,0,0,0.2331
2025-06-03,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,24595.86,289.17,0.0119,1,1,1.0
2025-06-03,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13892.26,63.97,0.0046,1,1,0.8562
2025-06-03,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,26205.47,1419.53,0.0573,1,1,1.0
2025-06-03,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19375.04,-11.45,-0.0006,0,0,0.0302
2025-06-03,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16747.91,-38.59,-0.0023,0,0,0.2701
2025-06-10,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,12955.6,32.62,0.0025,1,1,0.7356
2025-06-10,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,6654.31,284.24,0.0446,1,1,0.9726
2025-06-10,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11246.28,31.33,0.0028,1,1,0.8768
2025-06-10,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,17573.78,573.4,0.0337,1,1,0.7672
2025-06-10,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,30457.54,-2202.01,-0.0674,0,0,0.3896
2025-06-10,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,22966.45,147.99,0.0065,1,1,0.7933
2025-06-10,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",16300.43,-13.6,-0.0008,0,0,0.3981
2025-06-10,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,20905.66,-380.58,-0.0179,0,0,0.318
2025-06-10,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,23821.12,-1878.83,-0.0731,0,0,0.3081
2025-06-10,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6959.81,1.76,0.0003,1,1,0.9371
2025-06-10,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16786.48,7.96,0.0005,1,1,0.8843
2025-06-10,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,27780.36,-41.83,-0.0015,0,0,0.1713
2025-06-10,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,25967.33,1196.17,0.0483,1,1,0.6105
2025-06-10,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,11435.13,-444.83,-0.0374,0,0,0.2682
2025-06-10,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18294.75,-3.56,-0.0002,0,0,0.3835
2025-06-10,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,27703.07,3107.2,0.1263,1,1,0.7678
2025-06-10,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13890.07,-2.19,-0.0002,0,0,0.0603
2025-06-10,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,26486.72,281.25,0.0107,1,1,0.8197
2025-06-10,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19358.67,-16.36,-0.0008,0,1,0.5828
2025-06-10,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16743.03,-4.88,-0.0003,0,0,0.2578
2025-06-17,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,12372.7,-582.9,-0.045,0,0,0.3656
2025-06-17,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,6463.67,-190.64,-0.0286,0,0,0.1251
2025-06-17,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11176.15,-70.13,-0.0062,0,0,0.326
2025-06-17,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,18033.83,460.05,0.0262,1,1,0.9311
2025-06-17,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,30732.66,275.12,0.009,1,1,0.6828
2025-06-17,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,23163.07,196.62,0.0086,1,1,0.7903
2025-06-17,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",16608.25,307.82,0.0189,1,1,0.8577
2025-06-17,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21098.12,192.46,0.0092,1,1,0.8802
2025-06-17,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,24196.77,375.65,0.0158,1,1,0.6933
2025-06-17,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6958.03,-1.78,-0.0003,0,0,0.2843
2025-06-17,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16779.23,-7.25,-0.0004,0,0,0.2631
2025-06-17,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,27114.62,-665.74,-0.024,0,0,0.1183
2025-06-17,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,27993.83,2026.5,0.078,1,1,0.5646
2025-06-17,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,12194.47,759.34,0.0664,1,1,0.8596
2025-06-17,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18300.78,6.03,0.0003,1,1,0.8363
2025-06-17,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,28573.65,870.58,0.0314,1,1,0.5591
2025-06-17,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13907.2,17.13,0.0012,1,1,0.9988
2025-06-17,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,27655.76,1169.04,0.0441,1,1,0.9235
2025-06-17,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19258.6,-100.07,-0.0052,0,0,0.2698
2025-06-17,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16796.68,53.64,0.0032,1,1,0.8975
2025-06-24,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,12622.07,249.37,0.0202,1,1,0.8295
2025-06-24,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,5810.52,-653.15,-0.101,0,0,0.0622
2025-06-24,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11161.29,-14.86,-0.0013,0,0,0.178
2025-06-24,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,18319.05,285.23,0.0158,1,1,0.7048
2025-06-24,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,28591.08,-2141.58,-0.0697,0,0,0.3616
2025-06-24,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,23204.33,41.27,0.0018,1,1,0.977
2025-06-24,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",16752.19,143.94,0.0087,1,1,0.9297
2025-06-24,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,20994.52,-103.6,-0.0049,0,0,0.0904
2025-06-24,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,24378.96,182.2,0.0075,1,1,0.7937
2025-06-24,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6958.44,0.41,0.0001,1,1,0.6497
2025-06-24,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16769.7,-9.53,-0.0006,0,0,0.0
2025-06-24,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,25315.94,-1798.67,-0.0663,0,0,0.2412
2025-06-24,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,27659.15,-334.68,-0.012,0,0,0.3824
2025-06-24,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,12522.65,328.18,0.0269,1,1,0.6993
2025-06-24,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18298.68,-2.1,-0.0001,0,0,0.2703
2025-06-24,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,28988.63,414.98,0.0145,1,1,0.9472
2025-06-24,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13893.33,-13.87,-0.001,0,0,0.3353
2025-06-24,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,28202.13,546.36,0.0198,1,1,0.6496
2025-06-24,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19170.58,-88.02,-0.0046,0,0,0.238
2025-06-24,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16895.74,99.06,0.0059,1,1,0.8688
2025-07-01,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,12779.61,157.54,0.0125,1,1,0.9127
2025-07-01,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,5604.93,-205.59,-0.0354,0,0,0.083
2025-07-01,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11186.31,25.02,0.0022,1,1,0.7568
2025-07-01,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,18282.08,-36.98,-0.002,0,0,0.1053
2025-07-01,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,28354.54,-236.54,-0.0083,0,0,0.4806
2025-07-01,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,23205.67,1.34,0.0001,1,1,0.7284
2025-07-01,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",16237.71,-514.48,-0.0307,0,0,0.307
2025-07-01,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21054.94,60.42,0.0029,1,1,0.8345
2025-07-01,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,24348.25,-30.71,-0.0013,0,0,0.1576
2025-07-01,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6963.41,4.97,0.0007,1,1,0.6925
2025-07-01,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16765.01,-4.69,-0.0003,0,0,0.0848
2025-07-01,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,26313.98,998.03,0.0394,1,1,0.5738
2025-07-01,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,27114.33,-544.82,-0.0197,0,0,0.0848
2025-07-01,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,13243.66,721.01,0.0576,1,1,1.0
2025-07-01,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18298.07,-0.61,-0.0,0,0,0.0897
2025-07-01,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,27373.63,-1614.99,-0.0557,0,0,0.3247
2025-07-01,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13707.4,-185.94,-0.0134,0,0,0.3459
2025-07-01,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,28049.77,-152.36,-0.0054,0,0,0.0904
2025-07-01,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19092.68,-77.9,-0.0041,0,0,0.1634
2025-07-01,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16969.73,73.99,0.0044,1,1,0.7882
2025-07-08,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,12621.66,-157.95,-0.0124,0,0,0.1751
2025-07-08,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,5916.26,311.34,0.0555,1,1,0.8864
2025-07-08,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11048.67,-137.64,-0.0123,0,0,0.1218
2025-07-08,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,18159.63,-122.45,-0.0067,0,0,0.2437
2025-07-08,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,27753.18,-601.36,-0.0212,0,0,0.0891
2025-07-08,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,23191.53,-14.14,-0.0006,0,0,0.1119
2025-07-08,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",16775.83,538.12,0.0331,1,1,0.8772
2025-07-08,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,20925.85,-129.08,-0.0061,0,0,0.26
2025-07-08,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,24003.41,-344.84,-0.0142,0,0,0.0293
2025-07-08,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6960.61,-2.79,-0.0004,0,0,0.2952
2025-07-08,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16770.82,5.82,0.0003,1,1,0.8536
2025-07-08,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,26693.59,379.61,0.0144,1,1,0.8231
2025-07-08,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,28333.61,1219.28,0.045,1,1,0.8688
2025-07-08,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,13036.12,-207.54,-0.0157,0,0,0.2698
2025-07-08,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18307.49,9.42,0.0005,1,1,0.8759
2025-07-08,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,28381.03,1007.4,0.0368,1,1,0.6198
2025-07-08,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13736.47,29.08,0.0021,1,1,0.5453
2025-07-08,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,26639.97,-1409.8,-0.0503,0,0,0.3541
2025-07-08,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19099.14,6.46,0.0003,1,1,0.836
2025-07-08,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,17173.37,203.64,0.012,1,1,0.91
2025-07-15,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,12910.45,288.79,0.0229,1,1,0.5853
2025-07-15,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,5737.01,-179.26,-0.0303,0,0,0.3765
2025-07-15,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11085.24,36.57,0.0033,1,1,0.5716
2025-07-15,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,19209.32,1049.69,0.0578,1,1,0.7373
2025-07-15,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,28772.64,1019.46,0.0367,1,1,0.8044
2025-07-15,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,23313.52,121.99,0.0053,1,1,1.0
2025-07-15,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",16341.62,-434.22,-0.0259,0,0,0.3759
2025-07-15,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,20791.42,-134.43,-0.0064,0,0,0.3777
2025-07-15,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,22260.28,-1743.13,-0.0726,0,0,0.1377
2025-07-15,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6960.6,-0.02,-0.0,0,0,0.1302
2025-07-15,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16778.22,7.39,0.0004,1,1,0.8178
2025-07-15,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,25536.11,-1157.48,-0.0434,0,0,0.2271
2025-07-15,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,27181.22,-1152.38,-0.0407,0,0,0.1727
2025-07-15,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,12897.92,-138.2,-0.0106,0,1,0.6296
2025-07-15,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18316.31,8.82,0.0005,1,1,0.564
2025-07-15,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,28293.32,-87.71,-0.0031,0,0,0.223
2025-07-15,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13963.01,226.54,0.0165,1,1,0.7532
2025-07-15,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,26125.8,-514.17,-0.0193,0,0,0.0
2025-07-15,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19111.0,11.86,0.0006,1,1,0.5165
2025-07-15,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,17049.68,-123.68,-0.0072,0,0,0.2368
2025-07-22,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,13262.67,352.22,0.0273,1,1,0.5548
2025-07-22,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,5650.58,-86.43,-0.0151,0,0,0.1131
2025-07-22,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11045.95,-39.29,-0.0035,0,0,0.3696
2025-07-22,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,20251.47,1042.15,0.0543,1,1,0.7618
2025-07-22,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,27357.4,-1415.24,-0.0492,0,0,0.1524
2025-07-22,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,23390.59,77.07,0.0033,1,1,0.8915
2025-07-22,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",15991.19,-350.43,-0.0214,0,0,0.4013
2025-07-22,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,20631.98,-159.44,-0.0077,0,0,0.2859
2025-07-22,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,21095.26,-1165.02,-0.0523,0,0,0.3869
2025-07-22,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6956.57,-4.02,-0.0006,0,0,0.0
2025-07-22,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16773.56,-4.66,-0.0003,0,0,0.3657
2025-07-22,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,25977.02,440.91,0.0173,1,1,0.6588
2025-07-22,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,23787.41,-3393.81,-0.1249,0,0,0.2978
2025-07-22,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,13404.99,507.07,0.0393,1,1,0.925
2025-07-22,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18319.08,2.77,0.0002,1,1,0.8029
2025-07-22,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,26731.0,-1562.32,-0.0552,0,0,0.2225
2025-07-22,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13965.86,2.85,0.0002,1,1,1.0
2025-07-22,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,26335.0,209.2,0.008,1,1,0.6175
2025-07-22,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19397.84,286.84,0.015,1,1,0.8605
2025-07-22,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,17239.35,189.66,0.0111,1,1,0.7533
2025-07-29,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,13637.64,374.97,0.0283,1,1,0.785
2025-07-29,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,5750.59,100.01,0.0177,1,1,0.6192
2025-07-29,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11141.1,95.15,0.0086,1,1,0.8493
2025-07-29,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,19821.73,-429.74,-0.0212,0,0,0.2306
2025-07-29,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,28954.7,1597.31,0.0584,1,1,0.8584
2025-07-29,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,23456.68,66.09,0.0028,1,1,0.6864
2025-07-29,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",15813.47,-177.72,-0.0111,0,0,0.2593
2025-07-29,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,20533.7,-98.28,-0.0048,0,0,0.1893
2025-07-29,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,20666.59,-428.67,-0.0203,0,0,0.1142
2025-07-29,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6953.73,-2.84,-0.0004,0,0,0.3507
2025-07-29,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16772.88,-0.68,-0.0,0,0,0.2941
2025-07-29,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,26417.24,440.23,0.0169,1,1,0.9603
2025-07-29,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,25674.52,1887.11,0.0793,1,1,0.7185
2025-07-29,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,13739.27,334.28,0.0249,1,1,1.0
2025-07-29,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18319.92,0.83,0.0,1,1,0.5808
2025-07-29,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,26862.65,131.64,0.0049,1,1,0.8711
2025-07-29,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13917.43,-48.43,-0.0035,0,0,0.1466
2025-07-29,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,26509.9,174.9,0.0066,1,1,0.9392
2025-07-29,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19510.18,112.34,0.0058,1,1,0.8368
2025-07-29,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,17189.68,-49.67,-0.0029,0,0,0.315
2025-08-05,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,13701.88,64.24,0.0047,1,1,0.5747
2025-08-05,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,5994.02,243.44,0.0423,1,1,0.8098
2025-08-05,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11126.19,-14.91,-0.0013,0,0,0.0784
2025-08-05,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,21222.42,1400.69,0.0707,1,1,0.7447
2025-08-05,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,28617.74,-336.96,-0.0116,0,0,0.2276
2025-08-05,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,23292.49,-164.19,-0.007,0,0,0.405
2025-08-05,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",15526.78,-286.68,-0.0181,0,0,0.4928
2025-08-05,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,20386.39,-147.31,-0.0072,0,1,0.5048
2025-08-05,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,20359.67,-306.92,-0.0149,0,0,0.1288
2025-08-05,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6956.11,2.38,0.0003,1,1,0.8572
2025-08-05,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16771.2,-1.69,-0.0001,0,0,0.1667
2025-08-05,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,26697.57,280.32,0.0106,1,1,0.7039
2025-08-05,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,25478.42,-196.1,-0.0076,0,0,0.2978
2025-08-05,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,14183.75,444.48,0.0324,1,1,0.843
2025-08-05,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18331.86,11.94,0.0007,1,1,0.6961
2025-08-05,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,27139.6,276.95,0.0103,1,1,0.8217
2025-08-05,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13931.94,14.51,0.001,1,1,0.7755
2025-08-05,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,26928.27,418.37,0.0158,1,1,0.8775
2025-08-05,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19677.03,166.86,0.0086,1,1,0.8212
2025-08-05,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,17235.56,45.88,0.0027,1,1,0.5964
2025-08-12,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,14125.02,423.14,0.0309,1,1,0.7848
2025-08-12,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,6180.12,186.1,0.031,1,1,0.8345
2025-08-12,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11105.0,-21.19,-0.0019,0,0,0.3433
2025-08-12,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,21797.58,575.16,0.0271,1,1,0.8529
2025-08-12,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,28833.6,215.86,0.0075,1,1,0.832
2025-08-12,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,23209.42,-83.07,-0.0036,0,0,0.2532
2025-08-12,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",16205.67,678.88,0.0437,1,1,0.8491
2025-08-12,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,20268.89,-117.5,-0.0058,0,1,0.5641
2025-08-12,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,19751.42,-608.25,-0.0299,0,0,0.3974
2025-08-12,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6960.0,3.89,0.0006,1,1,1.0
2025-08-12,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16772.18,0.98,0.0001,1,1,0.9028
2025-08-12,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,26956.73,259.16,0.0097,1,1,0.6989
2025-08-12,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,26510.0,1031.58,0.0405,1,1,0.6715
2025-08-12,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,15193.29,1009.54,0.0712,1,1,0.7684
2025-08-12,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18323.04,-8.82,-0.0005,0,0,0.1438
2025-08-12,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,24841.83,-2297.77,-0.0847,0,0,0.2366
2025-08-12,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13905.18,-26.76,-0.0019,0,0,0.3522
